store_id,amount
0,2060501.0539535326
1,287878.95624212665
2,1260317.9465014199
4,2668636.69922585
5,709116.2085845773
6,7134609.267050115
7,528883.5267475704
8,3788464.8410256277
9,1597553.950898944
10,1657187.5205513518
11,1726126.8424623595
12,1413491.0962060306
13,2353497.790781247
14,13044491.962732043
15,2552995.393222294
16,714386.1277637365
17,743687.196532392
18,986722.6472259623
19,4219758.434394396
20,5415628.992351729
22,678119.9200536071
23,1859698.5187087404
24,3423024.7387320637
25,339690.8956246266
26,1006575.523964373
27,5487535.799963801
28,3675991.898870459
29,2721180.8624484185
30,716672.4287828368
31,1707836.703102404
32,419598.25536146236
33,3654452.817847361
34,491151.23143213737
35,1542843.7911552908
36,9980659.9183956
37,4321610.826998383
38,908208.5456501545
40,818946.6569501938
41,5960894.7030586675
42,1216338.082894195
43,1339742.9432096924
45,718727.6186224903
46,13461360.88817806
47,3046796.934055892
48,2730105.343722779
49,416423.0259611863
50,2859603.4249336245
51,2809457.7591530164
52,888547.4257899052
53,372585.5421117482
54,3842198.076272891
55,1625243.2778459517
57,28784959.377260692
58,1619583.3094017163
59,9754608.815247549
60,879015.4133993658
61,721508.9274360277
62,18688705.623886075
64,12933475.711810526
66,2077267.0888748486
67,803815.1928032343
68,2293730.7939646486
69,16709.69241042212
70,7668309.347482806
71,2514876.3520657853
72,7135214.844046916
73,623246.8676258156
74,129849.69383841046
75,1483758.2122563848
76,11995011.942401731
77,1723829.5131903645
78,2426680.085652436
79,617511.3082209993
80,1195517.5174991405
81,2123090.803614717
82,3064072.7262795093
83,4790303.768799272
84,3560979.128456424
85,973323.0775773528
86,24404435.45940113
87,1774853.2642089408
88,1705898.593746668
89,2489342.5179324537
90,3498716.668050942
91,2021729.1801388683
92,3970157.515357343
93,12589413.42103833
94,3539249.717582968
95,10189270.71100719
96,3661349.354469173
97,1077217.3148991684
98,2636756.2815982793
99,1417144.3012905605
100,115798.76474864558
101,1595403.5800439017
102,1090715.9912844351
103,943420.6464844214
104,5885252.79361695
105,1370825.5884615458
106,178596.87713079018
107,620999.5805151125
108,3666271.7936782935
109,2547673.0806362396
110,4202946.972376659
111,163088.25322175995
112,3989755.109190056
113,8994658.112894895
114,1924623.621078652
115,875210.9467708715
116,85611.2952922329
117,2670079.559120801
118,341860.7543655019
119,26397557.642218903
120,3347850.950141128
121,1014840.710662344
122,661000.5500371362
123,437825.74618554226
125,419859.95911979734
126,7191757.012831947
127,3942119.2970578494
128,7787666.586546985
129,708135.2013288584
130,3283184.3225422665
131,1769679.9154446744
132,3110179.7862622356
133,373866.4585099211
134,489574.6039871061
136,3601671.083279538
137,5784328.202763167
138,311293.6609445368
139,1836869.0175041216
141,5860977.381872177
142,5436305.942872226
143,1921551.7344315206
144,690158.8006243433
145,14858003.58664136
146,6254370.249613765
148,520531.48540152685
149,1803613.8457034666
150,2801712.686615676
151,1015222.2639575283
152,5030207.437361656
153,98685.1436210968
154,15936468.238915581
156,2273153.294581666
157,731044.3739885965
159,512834.2146819896
160,1349451.510226163
161,958954.4178535633
162,1446343.3003257336
164,7089221.654250639
165,747255.6635342166
166,532205.4778605704
167,1456958.0018899646
168,305531.58106646466
169,2820221.519123585
170,1554271.8231930751
171,679731.3218723608
172,3775264.312157709
173,3774434.7457781136
174,251118.14734476415
175,869051.6977516518
176,564673.4902947985
177,1056983.5372805053
178,6847848.548583479
179,2736784.316764952
180,8037245.224854486
181,2326557.5966174356
182,6722205.3840397075
183,6533580.319130438
184,2130935.5730989613
185,4180223.8698295997
186,400052.78860517987
187,1314056.2386671319
188,1556651.2094127126
189,3408725.0203396324
190,17520233.72247428
192,1331114.179725107
193,886963.0967348287
194,1464809.2609945866
195,4079526.850956924
196,5839429.888244453
197,1074745.5169547845
198,13488253.73624807
199,1963339.460812125
200,9232795.192436557
201,1290749.6512798094
202,1073495.1141872203
203,586428.4071550311
204,4782565.455544743
205,2928333.0219178563
206,3818776.8591713775
207,4172424.0365038244
208,3632791.3289920636
209,2498880.3998875683
210,3064605.9581488874
211,852352.6069507394
212,105386.53008163905
213,5883039.039581725
214,195123.11121079398
215,355225.97022437525
216,4679883.007502919
217,1620620.2618878698
218,1581395.3277843879
219,4754254.26972671
221,3971193.877918514
222,1983103.815472255
223,2616243.357356594
224,1469816.988954252
225,3137361.3870284734
226,3370778.9243806307
227,1029968.133888582
228,1175890.5678638106
229,5301395.631234635
230,953299.1203096479
231,1161428.9421438226
232,1218711.6122163162
233,232953.78678332863
234,884903.2979181556
235,706272.6947609308
236,1664897.4291318613
237,1497836.378084206
238,2271873.600380594
239,16188351.070215397
240,846564.5299470914
241,2500630.854809123
243,6841214.031203988
245,783875.0006619899
246,7563577.793402371
247,10477959.009240268
248,2091619.1303373682
249,2914497.9183509494
250,3337330.4089389313
251,242983.05008766844
252,1702251.6846348953
